"Generation Interconnection Number","IFS Queue Number","Current Cluster","Cluster Group"," Nearest Town or County","State","TO at POI","In-Service Date","Commercial Operation Date","Capacity","MAX Summer MW","MAX Winter MW","Service Type","Generation Type","Fuel Type","Substation or Line","Request Received","Date Withdrawn","Status"
"GEN-2018-031","","DISIS-2018-001","03 CENTRAL","Jackson","MO","INDN",2024-12-31,2023-10-15,50,50,50,"ER","Battery/Storage","","Blue Valley 161kV Substation",2018-05-29,"","DISIS STAGE"
"GEN-2018-030","","DISIS-2018-001","03 CENTRAL","Prowers","CO","SPS",2023-10-15,2024-12-31,200,200,200,"ER","Battery/Storage","","Lamar-Finney 345kV Substation",2018-05-29,"","DISIS STAGE"
"GEN-2018-029","","DISIS-2018-001","04 SOUTHEAST","Oklahoma","OK","OGE",2023-10-15,2024-12-31,100,100,100,"ER","Battery/Storage","","Horseshoe Lake 138kV Substation",2018-05-29,"","DISIS STAGE"
"GEN-2018-028","","DISIS-2018-001","04 SOUTHEAST","Tulsa","OK","AEP",2023-10-15,2024-12-31,200,200,200,"ER","Battery/Storage","","Tulsa North 138kV Substation",2018-05-29,"","DISIS STAGE"
"GEN-2018-027","","DISIS-2018-001","04 SOUTHEAST","Tulsa","OK","AEP",2024-12-31,2023-10-15,100,100,100,"ER","Battery/Storage","","Tulsa Power Station 38kV Substation",2018-05-29,"","DISIS STAGE"
"GEN-2018-026","","DISIS-2018-001","04 SOUTHEAST","Canadian","OK","OGE",2023-10-15,2024-12-31,100,100,100,"ER","Battery/Storage","","Mustang 138kV Substation",2018-05-29,"","DISIS STAGE"
"GEN-2018-025","","DISIS-2018-001","02 NEBRASKA","Washington ","NE","OPPD",2023-10-15,2024-12-31,200,200,200,"ER","Battery/Storage","","Fort Calhoun 345kV Substation",2018-05-29,"","DISIS STAGE"
"GEN-2018-024","","DISIS-2018-001","04 SOUTHEAST","Muskogee","OK","OGE",2023-10-15,2024-12-31,100,100,100,"ER","Battery/Storage","","Canadian River-Muskogee and Muskogee-Seminole 345kV",2018-05-28,"","DISIS STAGE"
"GEN-2018-022","","DISIS-2018-001","03 CENTRAL","Nodaway","MO","GMO",2020-12-31,2025-07-15,300,300,300,"ER/NR","Solar","","Mullen Creek 345kV Substation",2018-05-25,"","DISIS STAGE"
"GEN-2018-021","","DISIS-2018-001","04 SOUTHEAST","Washita","OK","AEP",2020-12-01,2020-12-01,74.1,74.1,74.1,"ER/NR","Solar","","Chisholm-Gracemont 345kV Line",2018-05-24,"","DISIS STAGE"
"GEN-2018-015","","DISIS-2018-001","05 SOUTHWEST","Paducah","TX","SPS",2021-10-31,2025-06-01,252,252,252,"ER/NR","Solar","","Tuco-Oklaunion 345kV Line",2018-04-27,"","DISIS STAGE"
"GEN-2018-014","","DISIS-2018-001","03 CENTRAL","Holt","MO","TMO",2020-11-30,2020-11-30,74.1,74.1,74.1,"ER","Wind","","Holt County 345kV Substation",2018-04-27,"","DISIS STAGE"
"GEN-2018-013","","DISIS-2018-001","03 CENTRAL","Dickinson","KS","WERE",NA,2021-12-01,74.1,74.1,74.1,"ER","Wind","","Abilene Energy Center-Northview 115kV Line",2018-04-27,"","DISIS STAGE"
"GEN-2018-012","","DISIS-2018-001","02 NEBRASKA","Wayne","NE","NPPD",2021-12-01,2025-06-01,74.1,74.1,74.1,"ER/NR","Wind","","Antelope 345kV Substation",2018-04-27,"","DISIS STAGE"
"GEN-2018-011","","DISIS-2018-001","04 SOUTHEAST","Kingfisher","OK","WFEC",2020-12-01,2028-12-31,74.1,74.1,74.1,"ER/NR","Battery/Storage","","Dover 138 kV Switching Station",2018-04-27,"","DISIS STAGE"
"GEN-2018-010","","DISIS-2018-001","01 NORTH","Montrail","ND","BEPC",2021-12-01,2024-12-31,74.1,74.1,74.1,"ER/NR","Battery/Storage","","Neset 230kV Substation",2018-04-27,"","DISIS STAGE"
"GEN-2018-009","","DISIS-2018-001","03 CENTRAL","Seward/Meade","KS","SUNC",2020-12-01,2025-12-31,150,150,150,"ER","Wind","","Cimarron 115kV Substation",2018-04-27,"","DISIS STAGE"
"GEN-2018-008","","DISIS-2018-001","01 NORTH","McIntosh","ND","BEPC",2021-09-30,2025-06-01,252,252,252,"ER/NR","Wind","","Groton-Leland Olds 345kV Line",2018-04-27,"","DISIS STAGE"
"GEN-2018-007","","DISIS-2018-001","01 NORTH","Grant/Roberts","SD","WAPA",2021-12-31,2025-10-31,150,150,150,"ER/NR","Solar","","Summit 115kV Substation",2018-04-27,"","DISIS STAGE"
"GEN-2018-004","","DISIS-2018-001","05 SOUTHWEST","Lea","NM","SPS",2019-12-31,2023-12-22,74.99,74.99,74.99,"ER","Solar","","T14 Circuit 115kV line",2018-04-26,"","DISIS STAGE"
"GEN-2018-003","","DISIS-2018-001","04 SOUTHEAST","Bowie","TX","AEP",2021-12-31,2024-11-30,150,150,150,"ER/NR","Solar","","North Boston-Bann 138kV Line",2018-04-25,"","DISIS STAGE"
"GEN-2017-240","","DISIS-2017-002","04 SOUTHEAST","Okmulgee","OK","OGE",2020-12-01,2026-12-01,202,202,202,"ER/NR","Solar","","Bristow 138kV Substation",2017-11-30,"","FACILITY STUDY STAGE"
"GEN-2017-239","","DISIS-2017-002","05 SOUTHWEST","Yoakum","TX","SPS",2023-06-01,2023-06-01,300,300,300,"ER","Solar","","Mahoney 230kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-236","","DISIS-2017-002","01 NORTH","Ward","ND","BEPC",2020-12-01,2026-12-30,50,50,50,"ER/NR","Wind","","Logan 230kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-235","","DISIS-2017-002","01 NORTH","Ward","ND","BEPC",2020-12-01,2026-12-30,50,50,50,"ER/NR","Wind","","Logan 230kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-234","","DISIS-2017-002","02 NEBRASKA","Greeley","NE","NPPD",2019-12-31,2024-12-31,115,115,115,"ER","Wind","","Spalding to North Loup 115kV",2017-11-06,"","FACILITY STUDY STAGE"
"GEN-2017-233","","DISIS-2017-002","04 SOUTHEAST","Grady","OK","OGE",2020-12-01,2026-12-01,215,215,215,"ER/NR","Wind","","Minco 345kV",2017-11-28,"","DISIS STAGE"
"GEN-2017-232","","DISIS-2017-002","04 SOUTHEAST","Bryan County","OK","OGE",2020-06-01,2020-06-01,52.2,52.2,52.2,"ER/NR","Solar","","Brown 138kV Substation",2017-11-28,"","DISIS STAGE"
"GEN-2017-231","","DISIS-2017-002","04 SOUTHEAST","Franklin County","AR","OGE",2020-06-01,2020-06-01,72.5,72.5,72.5,"ER/NR","Solar","","Branch 161kV Substation",2017-11-28,"","FACILITY STUDY STAGE"
"GEN-2017-230","","DISIS-2017-002","04 SOUTHEAST","Lincoln County","OK","OGE",2020-06-01,2020-06-01,72.5,72.5,72.5,"ER/NR","Solar","","Tryon 138kV Substation",2017-11-28,"","DISIS STAGE"
"GEN-2017-229","","DISIS-2017-002","03 CENTRAL","Johnson County","KS","KCPL",2020-12-31,2026-12-30,76,76,76,"ER/NR","Battery/Storage","","Stilwell 345kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-227","","DISIS-2017-002","03 CENTRAL","Sedwick County","KS","WERE",2020-12-31,2026-12-30,201.6,201.6,201.6,"ER/NR","Battery/Storage","","Gordon Evans 138kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-226","","DISIS-2017-002","03 CENTRAL","Sedgwick County","KS","WERE",2020-12-01,2026-12-30,201.6,201.6,201.6,"ER/NR","Solar","","Gordon Evans 138kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-225","","DISIS-2017-002","03 CENTRAL","Johnson County","KS","KCPL",2020-12-31,2026-12-30,76,76,76,"ER/NR","Battery/Storage","","Craig 345kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-222","","DISIS-2017-002","01 NORTH","Denison","IA","WAPA",2020-10-06,2025-09-01,180,180,180,"ER","Wind","","Denison 230kV Substation",2017-11-30,"","FACILITY STUDY STAGE"
"GEN-2017-221","","DISIS-2017-002","03 CENTRAL","Sedgwick","KS","WERE",2020-12-31,2025-11-30,152,152,152,"ER/NR","Battery/Storage","","Buffalo Flats 345kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-220","","DISIS-2017-002","03 CENTRAL","Sedgwick","KS","WERE",2020-12-01,2025-11-30,201.6,201.6,201.6,"ER/NR","Solar","","Buffalo Flats 345kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-216","","DISIS-2017-002","01 NORTH","Ward","ND","BEPC",2020-12-01,2026-12-30,100,100,100,"ER/NR","Wind","","Logan 230kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-215","","DISIS-2017-002","01 NORTH","Ward","ND","BEPC",2020-12-01,2026-12-30,100,100,100,"ER/NR","Wind","","Logan 230kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-214","","DISIS-2017-002","01 NORTH","Ward","ND","BEPC",2020-12-01,2026-12-30,100,100,100,"ER/NR","Wind","","Logan 230kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-213","","DISIS-2017-002","04 SOUTHEAST","Grant/Kay","OK","AEP",2021-12-01,2026-12-01,300,300,300,"ER","Hybrid","Solar","Clarksville 345kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-210","","DISIS-2017-002","02 NEBRASKA","Cedar","NE","NPPD",2021-12-01,2026-12-01,310,310,310,"ER","Hybrid","Solar","McCool 345kV Substation",2017-11-30,"","FACILITY STUDY STAGE"
"GEN-2017-209","","DISIS-2017-002","03 CENTRAL","McPherson","KS","KCPL",2021-12-01,2026-12-01,300,300,300,"ER","Hybrid","Solar","LaCygne - Neosho 345kV",2017-11-30,"","DISIS STAGE"
"GEN-2017-203","","DISIS-2017-002","04 SOUTHEAST","Grant/Kay","OK","OGE",2023-07-01,2025-12-01,210,210,210,"ER","Hybrid","Solar","Renfrow 345kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-202","","DISIS-2017-002","03 CENTRAL","New Madrid","MO","SWPA",2020-12-01,2026-12-01,200,200,200,"ER/NR","Solar","","New Madrid - Sikeston 161kV",2017-11-30,"","FACILITY STUDY STAGE"
"GEN-2017-201","","DISIS-2017-002","02 NEBRASKA","Wayne County","NE","NPPD",2022-12-01,2026-12-30,250,250,250,"ER/NR","Wind","","Hoskins 345kV Substation",2017-11-30,"","FACILITY STUDY STAGE"
"GEN-2017-200","","DISIS-2017-002","01 NORTH","Beadle","SD","BEPC",2020-12-01,2026-12-30,302,302,302,"ER/NR","Wind","","Groton 345kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-199","","DISIS-2017-002","01 NORTH","Beadle","SD","BEPC",2020-12-01,2026-12-29,202,202,202,"ER/NR","Battery/Storage","","Groton 345kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-198","","DISIS-2017-002","02 NEBRASKA","Omaha","NE","OPPD",2022-12-01,2024-06-01,11.64,11.64,11.64,"ER","Battery/Storage","","Jones St. No 1201 69kV substation",2017-11-30,"","FACILITY STUDY STAGE"
"GEN-2017-196","","DISIS-2017-002","03 CENTRAL","Johnson","KS","KCPL",2020-12-01,2026-12-30,128,128,128,"ER/NR","Battery/Storage","","West Gardner 345kV",2017-11-30,"","DISIS STAGE"
"GEN-2017-195","","DISIS-2017-002","03 CENTRAL","Johnson","KS","KCPL",2020-12-01,2026-12-30,500.4,500.4,500.4,"ER/NR","Solar","","West Gardner 345kV",2017-11-30,"","DISIS STAGE"
"GEN-2017-194","","DISIS-2017-002","03 CENTRAL","Shawnee","KS","WERE",2020-12-31,2026-12-30,52,52,52,"ER/NR","Battery/Storage","","Tecumseh 230kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-192","","DISIS-2017-002","03 CENTRAL","Osage","KS","WERE",2020-12-31,2025-11-30,52,52,52,"ER/NR","Battery/Storage","WERE","Swissvale 345kV",2017-11-30,"","DISIS STAGE"
"GEN-2017-191","","DISIS-2017-002","03 CENTRAL","Osage","KS","WERE",2020-12-01,2025-11-30,201.6,201.6,201.6,"ER/NR","Solar","","Swissvale 345kV",2017-11-30,"","DISIS STAGE"
"GEN-2017-188","","DISIS-2017-002","03 CENTRAL","Barry","MO","EDE",2020-12-31,2025-12-15,130,130,130,"ER","Solar","","Asbury 161 kV",2017-11-30,"","FACILITY STUDY STAGE"
"GEN-2017-187","","DISIS-2017-002","05 SOUTHWEST","Terry","TX","SPS",2020-12-31,2025-12-30,150,150,150,"ER","Solar","","Flatland 115 kV Substation",2017-11-30,"","DISIS STAGE"
"GEN-2017-184","","DISIS-2017-002","03 CENTRAL","Hodgeman/Ford","KS","KCPL",2021-12-01,2024-12-01,400,400,400,"ER/NR","Solar","","Nashua-St. Joe 345kV",2017-11-29,"","DISIS STAGE"
"GEN-2017-183","","DISIS-2017-002","03 CENTRAL","Hodgeman/Ford","KS","KCPL",2021-12-01,2024-12-01,400,400,400,"ER/NR","Wind","","Nashua-St. Joe 345kV",2017-11-29,"","DISIS STAGE"
"GEN-2017-182","","DISIS-2017-002","02 NEBRASKA","Lancaster","NE","NPPD",2020-12-01,2025-02-04,128,128,128,"ER/NR","Wind","","Tobias 345kV Substation",2017-11-29,"","FACILITY STUDY STAGE"
"GEN-2017-181","","DISIS-2017-002","02 NEBRASKA","Lancaster","NE","NPPD",2020-12-01,2024-12-08,300,300,300,"ER/NR","Wind","","Tobias 345kV Substation",2017-11-29,"","FACILITY STUDY STAGE"
"GEN-2017-179","","DISIS-2017-002","03 CENTRAL","Sedgwick","KS","WERE",2020-12-01,2026-12-30,222,222,222,"ER/NR","Wind","","Gordon Evans 138kV Substation",2017-11-29,"","DISIS STAGE"
"GEN-2017-178","","DISIS-2017-002","04 SOUTHEAST","Garfield","OK","OGE",2020-12-31,2025-12-30,52,52,52,"ER/NR","Battery/Storage","","Woodring 345kV Substation",2017-11-29,"","DISIS STAGE"
"GEN-2017-175","","DISIS-2017-002","01 NORTH","Turner","SD","WAPA",2023-09-30,2026-12-01,300,300,300,"ER","Wind","","Vfodnes-Utica Jct. 230kV",2017-11-29,"","DISIS STAGE"
"GEN-2017-173","","DISIS-2017-002","04 SOUTHEAST","Stephen","OK","AEP",2020-12-01,2025-12-01,50,50,50,"ER/NR","Solar","","Lawton Eastside - Terry Road 345kV",2017-11-29,"","DISIS STAGE"
"GEN-2017-172","","DISIS-2017-002","04 SOUTHEAST","Stephen","OK","AEP",2020-12-01,2025-12-01,50,50,50,"ER/NR","Solar","","Lawton Eastside - Terry Road 345kV",2017-11-29,"","DISIS STAGE"
"GEN-2017-171","","DISIS-2017-002","04 SOUTHEAST","Stephen","OK","AEP",2020-12-01,2025-12-01,150,150,150,"ER/NR","Solar","","Lawton Eastside - Terry Road 345kV",2017-11-29,"","DISIS STAGE"
"GEN-2017-169","","DISIS-2017-002","04 SOUTHEAST","McClain","OK","OGE",2020-12-31,2026-12-01,52,52,52,"ER/NR","Battery/Storage","","McClain 138kV",2017-11-29,"","DISIS STAGE"
"GEN-2017-168","","DISIS-2017-002","04 SOUTHEAST","McClain","OK","OGE",2020-12-01,2026-12-01,250,250,250,"ER/NR","Solar","","McClain 138kV",2017-11-29,"","DISIS STAGE"
"GEN-2017-167","","DISIS-2017-002","04 SOUTHEAST","Carter","OK","OGE",2020-12-31,2025-12-01,52,52,52,"ER/NR","Battery/Storage","","Sunnyside 345kV",2017-11-29,"","DISIS STAGE"
"GEN-2017-166","","DISIS-2017-002","04 SOUTHEAST","Carter","OK","OGE",2020-12-01,2026-12-01,250,250,250,"ER/NR","Solar","","Sunnyside 345kV",2017-11-29,"","DISIS STAGE"
"GEN-2017-164","","DISIS-2017-002","04 SOUTHEAST","Garfield","OK","OGE",2020-12-01,2025-12-30,250,250,250,"ER/NR","Solar","","Woodring 345kV Substation",2017-11-29,"","DISIS STAGE"
"GEN-2017-158","","DISIS-2017-002","05 SOUTHWEST","Parmer/Castro","TX","SPS",2020-12-31,2025-04-30,265,265,265,"ER","Wind","","Tolk 230kV Substation",2017-11-29,"","DISIS STAGE"
"GEN-2017-155","","DISIS-2017-002","04 SOUTHEAST","Muskogee","OK","OGE",2020-12-01,2027-12-01,300,300,300,"ER/NR","Wind","","Muskogee 345kV Substation",2017-11-28,"","DISIS STAGE"
"GEN-2017-154","","DISIS-2017-002","04 SOUTHEAST","Johnston","OK","OGE",2020-12-01,2027-12-01,255,255,255,"ER/NR","Wind","","Johnson County 345kV Substation",2017-11-28,"","DISIS STAGE"
"GEN-2017-152","","DISIS-2017-002","04 SOUTHEAST","McClain","OK","OGE",2020-12-01,2027-12-01,252,252,252,"ER/NR","Wind","","McClain 138kV",2017-11-28,"","DISIS STAGE"
"GEN-2017-151","","DISIS-2017-002","05 SOUTHWEST","Crosby","TX","SPS",2020-10-31,2024-12-31,300,300,300,"ER","Wind","","TUCO-Oklaunion 345kV",2017-11-28,"","DISIS STAGE"
"GEN-2017-150","","DISIS-2017-002","04 SOUTHEAST","Grady","OK","OGE",2020-12-01,2025-12-01,250,250,250,"ER/NR","Solar","","Minco 345kV",2017-11-28,"","DISIS STAGE"
"GEN-2017-149","","DISIS-2017-002","04 SOUTHEAST","Johnston","OK","OGE",2020-12-01,2026-12-01,258,258,258,"ER/NR","Wind","","Johnson County 345kV Substation",2017-11-27,"","DISIS STAGE"
"GEN-2017-148","","DISIS-2017-002","03 CENTRAL","Newton","MO","EDE",2020-12-01,2026-12-01,202,202,202,"ER/NR","Wind","","Joplin 161kV sub",2017-11-27,"","FACILITY STUDY STAGE"
"GEN-2017-146","","DISIS-2017-002","05 SOUTHWEST","Castro","TX","SPS",2020-10-31,2024-12-31,151.8,151.8,151.8,"ER","Wind","","Deaf Smith-Plant X 230kV",2017-11-27,"","DISIS STAGE"
"GEN-2017-144","","DISIS-2017-002","02 NEBRASKA","Holt, Antelope, Wheeler","NE","NPPD",2021-12-31,2025-12-31,200,200,200,"ER","Wind","","Holt County 345kV",2017-11-27,"","FACILITY STUDY STAGE"
"GEN-2017-141","","DISIS-2017-002","04 SOUTHEAST","Wagoner","OK","AEP",2020-12-01,2025-12-30,241.7,241.7,241.7,"ER/NR","Solar","","Clarksville 345kV Switching Station",2017-11-22,"","DISIS STAGE"
"GEN-2017-140","","DISIS-2017-002","04 SOUTHEAST","Wagoner","OK","AEP",2020-12-01,2025-12-30,160,160,160,"ER/NR","Solar","","Clarksville 345kV Switching Station",2017-11-22,"","DISIS STAGE"
"GEN-2017-137","","DISIS-2017-002","04 SOUTHEAST","Oklahoma","OK","OGE",2020-12-01,2027-12-01,295,295,295,"ER/NR","Wind","","Arcadia 345kV",2017-11-22,"","DISIS STAGE"
"GEN-2017-134","","DISIS-2017-002","04 SOUTHEAST","Oklahoma","OK","OGE",2020-12-01,2027-12-01,250,250,250,"ER/NR","Wind","","Arcadia 345kV",2017-11-22,"","DISIS STAGE"
"GEN-2017-133","","DISIS-2017-002","04 SOUTHEAST","Oklahoma","OK","OGE",2020-12-01,2027-12-01,200,200,200,"ER/NR","Wind","","Arcadia 345kV",2017-11-22,"","DISIS STAGE"
"GEN-2017-132","","DISIS-2017-002","04 SOUTHEAST","Oklahoma","OK","OGE",2020-12-01,2027-12-01,400,400,400,"ER/NR","Wind","","Arcadia 345kV",2017-11-22,"","DISIS STAGE"
"GEN-2017-131","","DISIS-2017-002","03 CENTRAL","Wilson","KS","WERE",2020-12-01,2020-12-01,29.6,29.6,29.6,"ER/NR","Battery/Storage","","Altoona- NE Parson 138kV",2017-11-22,"","DISIS STAGE"
"GEN-2017-128","","DISIS-2017-002","03 CENTRAL","Jackson","KS","WERE",2020-12-01,2026-12-30,202,202,202,"ER/NR","Wind","","Swissvale 345kV",2017-11-20,"","DISIS STAGE"
"GEN-2017-125","","DISIS-2017-002","03 CENTRAL","Osage","KS","WERE",2020-12-01,2025-11-30,252,252,252,"ER/NR","Wind","","Swissvale 345kV",2017-11-20,"","DISIS STAGE"
"GEN-2017-121","","DISIS-2017-002","03 CENTRAL","Sumner","KS","WERE",2021-12-01,2026-12-30,200,200,200,"ER/NR","Wind","","Sumner 138kV",2017-11-17,"","DISIS STAGE"
"GEN-2017-120","","DISIS-2017-002","03 CENTRAL","Dickinson/Marion","KS","WERE",2027-05-01,2024-09-30,260,260,260,"ER","Wind","","Abilene Energy Center-Northview 115kV",2017-11-17,"","DISIS STAGE"
"GEN-2017-119","","DISIS-2017-002","03 CENTRAL","Cloud/Mitchell","KS","SUNC",2024-05-01,2023-12-15,180,180,180,"ER","Wind","","Elm Creek 345kV substation",2017-11-17,"","DISIS STAGE"
"GEN-2017-117","","DISIS-2017-002","04 SOUTHEAST","Canadian","OK","WFEC",2020-12-01,2021-12-31,19.8,19.8,19.8,"ER/NR","Battery/Storage","","El Reno SW 138kV",2017-11-17,"","DISIS STAGE"
"GEN-2017-115","","DISIS-2017-002","03 CENTRAL","Atchinson/Nodaway","MO","KCPL",2027-05-01,2024-09-30,244,244,244,"ER","Wind","","Holt County 345 kV",2017-11-10,"","DISIS STAGE"
"GEN-2017-111","","DISIS-2017-002","03 CENTRAL","Bates","MO","KCPL",2023-09-01,2024-12-31,152,152,152,"ER","Solar","","Clinton – Stilwell 161 kV Line Tap",2017-11-27,"","DISIS STAGE"
"GEN-2017-108","","DISIS-2017-002","03 CENTRAL","Henry County","MO","KCPL",2022-12-01,2025-12-01,400,400,400,"ER/NR","Solar","","Stillwell - Clinton 161kV Line",2017-08-26,"","DISIS STAGE"
"GEN-2017-105","","DISIS-2017-002","02 NEBRASKA","Burt County","NE","OPPD",2018-12-15,2025-12-31,75,75,75,"ER/NR","Wind","","Tekamah - Raun 161 kV Line",2017-07-12,"","FACILITY STUDY STAGE"
"GEN-2017-047","IFS-2017-001-19","DISIS-2017-001","05 SOUTHWEST","Beaver County","OK","SPS",2019-12-31,2024-12-16,102,102,102,"ER/NR","Wind","","Cole 115kV",2017-05-18,"","IA PENDING"
